key,version,date_to,date_from,nome,codigo
36,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE RELACIONAMENTO COM A IMPRENSA E PRESENÇA DIGITAL DA PREFEITURA DO RECIFE",2046
37,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS GERAIS COMUNS AOS DIVERSOS ÓRGÃOS",2048
38,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","DESENVOLVIMENTO DE INSTRUMENTOS DE APOIO À INOVAÇÃO E À DIFUSÃO DO CONHECIMENTO CIENTÍFICO E TECNOLÓGICO",2049
39,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","PLANEJAMENTO DA AÇÃO GOVERNAMENTAL",2055
40,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM ENERGIA ELÉTRICA DE VIAS PÚBLICAS",2058
41,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ASSESSORAMENTO GOVERNAMENTAL",2064
42,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","FORTALECIMENTO DA PARTICIPAÇÃO POLÍTICA E DOS DIREITOS DAS MULHERES",2070
43,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","AMPLIAÇÃO E MANUTENÇÃO DO ATENDIMENTO DAS MULHERES EM SITUAÇÃO DE VIOLÊNCIA",2073
44,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE SAÚDE",2074
45,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","GESTÃO DAS AÇÕES DO SAÚDE-RECIFE",2075
46,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","PREVENÇÃO DA VIOLÊNCIA CONTRA AS MULHERES",2076
47,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","PROMOÇÃO E EMPODERAMENTO ECONÔMICO DAS MULHERES",2080
48,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DA POLÍTICA DE GÊNERO",2081
49,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","IMPLEMENTAÇÃO DE PROGRAMAS ESTRATÉGICOS",2083
50,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","OFERTA DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO SAÚDE RECIFE",2084
51,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","GARANTIA DA OFERTA DE PROCEDIMENTOS ATRAVÉS DA REDE PRÓPRIA",2085
52,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","REALIZAÇÃO DE AÇÕES ESTRATÉGICAS DA ASSISTÊNCIA FARMACÊUTICA",2086
53,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","FORTALECIMENTO DAS AÇÕES DE VIGILÂNCIA EPIDEMIOLÓGICA PARA O CONTROLE DE DOENÇAS E AGRAVOS",2087
54,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","DESENVOLVIMENTO DA POLÍTICA DE VIGILÂNCIA EM SAÚDE DO TRABALHADOR (RENAST)",2088
55,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","FORTALECIMENTO DA REGULAÇÃO DO ACESSO AOS SERVIÇOS DE SAÚDE E TELESSAÚDE",2091
56,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ESTRUTURAÇÃO E MANUTENÇÃO DOS CENTROS COMUNITÁRIOS DA PAZ - COMPAZ",2093
57,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","GESTÃO DAS AÇÕES DO RPPS",2094
58,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE MEIO AMBIENTE E SUSTENTABILIDADE",2097
59,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","CAPACITAÇÃO E FORMAÇÃO PROFISSIONAL",2100
60,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","IMPLANTAÇÃO DE POLÍTICAS DE VALORIZAÇÃO E FORMAÇÃO CONTINUADA DOS PROFISSIONAIS DA EDUCAÇÃO",2101
61,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO,SUPERVISÃO E EXECUÇÃO DOS PROJETOS ESPECIAIS DA GESTÃO MUNICIPAL",2102
62,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","GESTÃO DO SISTEMA ÚNICO DA ASSISTÊNCIA SOCIAL - SUAS",2104
63,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","APOIO AO EMPREENDEDORISMO",2105
64,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","CONTROLE SOCIAL NA GESTÃO DA POLÍTICA MUNICIPAL DE ASSISTÊNCIA SOCIAL",2106
65,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","DESENVOLVIMENTO DE PROGRAMAS SUPLEMENTARES PARA O ENSINO NA REDE MUNICIPAL",2107
66,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","PROMOÇÃO DA CIDADE SEGURA PARA AS MULHERES",2108
67,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM SERVIDORES À DISPOSIÇÃO DA ADMINISTRAÇÃO DIRETA - PREFEITURA DO RECIFE",2120
68,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","IMPLANTAÇÃO E MANUTENÇÃO DO QUADRO TECNOLÓGICO NAS UNIDADES EDUCACIONAIS",2125
69,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ALIMENTAÇÃO ESCOLAR",2127
70,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM EXERCÍCIOS FINDOS DE PESSOAL DA ATIVA",2129
71,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ADEQUAÇÃO E MANUTENÇÃO FÍSICA DA REDE MUNICIPAL DE ENSINO",2131
72,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","SEGURANÇA NOS LOCAIS PÚBLICOS SOB JURISDIÇÃO DA CIDADE DO RECIFE",2147
73,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM BENEFÍCIOS AOS SERVIDORES DO SETOR EDUCACIONAL",2149
74,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM BENEFÍCIOS AOS SERVIDORES",2153
75,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE COMUNICAÇÃO",2156
76,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM BENEFÍCIOS AOS SERVIDORES DO SETOR DE SAÚDE",2158
77,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","UNIVERSALIZAÇÃO E QUALIFICAÇÃO DO ENSINO FUNDAMENTAL",2178
78,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","AMPLIAÇÃO E DESENVOLVIMENTO DA EDUCAÇÃO INFANTIL",2179
79,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ImplementaÃÂÃÂÃÂÃÂ§ÃÂÃÂÃÂÃÂ£o de mecanismos de inclusÃÂÃÂÃÂÃÂ£o escolar para estudantes com deficiÃÂÃÂÃÂÃÂªncias especÃÂÃÂÃÂÃÂ­ficas",2182
80,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","REALIZAÇÃO DE POLÍTICAS DE INCENTIVO À FORMAÇÃO DE JOVENS PARA A CIDADANIA E O TRABALHO",2183
81,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE INFRAESTRUTURA",2191
82,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","PROMOÇÃO, ESTRUTURAÇÃO E FORTALECIMENTO TURÍSTICO DO DESTINO RECIFE",2193
83,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","DEFESA CIVIL PERMANENTE",2211
84,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE CULTURA DO MUNICÍPIO",2212
85,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","CONSTRUÇÃO DO PROCESSO DE PARTICIPAÇÃO DA SOCIEDADE NA GESTÃO PÚBLICA DO MUNICÍPIO",2242
86,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE SANEAMENTO",2246
87,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE TRABALHO E QUALIFICAÇÃO PROFISSIONAL",2250
88,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","IMPLEMENTAÇÃO DE POLÍTICAS DE PREVENÇÃO, TRATAMENTO E REINSERÇÃO SOCIAL DE USUÁRIOS E DEPENDENTES DE DROGAS",2265
89,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE DESENVOLVIMENTO SOCIAL, JUVENTUDE E POLÍTICAS SOBRE DROGAS",2274
90,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE TURISMO E LAZER",2280
91,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","MELHORIA E AMPLIAÇÃO DA REDE FÍSICA DE ESPORTE",2281
92,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE SEGURANÇA CIDADÃ",2282
93,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","GESTÃO DO CONTROLE URBANO",2289
94,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","PROMOÇÕES DE AÇÕES CULTURAIS",2304
95,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","MANUTENÇÃO, RESTAURAÇÃO E PRESERVAÇÃO DE EQUIPAMENTOS E BENS CULTURAIS",2309
96,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","OTIMIZAÇÃO E DEMOCRATIZAÇÃO DOS EQUIPAMENTOS CULTURAIS",2311
97,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","LIMPEZA URBANA",2509
98,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","GERENCIAMENTO DO TRÂNSITO E DO TRANSPORTE PÚBLICO",2510
99,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","DESENVOLVIMENTO DAS AÇÕES DE PROTEÇÃO SOCIAL BÁSICA",2518
100,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","DESENVOLVIMENTO DAS AÇÕES DE PROTEÇÃO SOCIAL ESPECIAL",2519
101,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","MELHORIA E MANUTENÇÃO DOS SISTEMAS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO",2520
102,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","APOIO A EXECUÇÃO DAS POLÍTICAS MUNICIPAIS DE PROTEÇÃO ESPECIAL A CRIANÇA E AO ADOLESCENTE",2527
103,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","AMPLIAÇÃO, REFORMA E MELHORIA DAS INSTALAÇÕES E EQUIPAMENTOS DO GINÁSIO DE ESPORTES GERALDO MAGALHÃES - GERALDÃO",2529
104,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","MANUTENÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA",2538
105,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","MANUTENÇÃO E CONSERVAÇÃO DE ÁREAS VERDES",2539
106,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","MANUTENÇÃO DO SISTEMA VIÁRIO",2541
107,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","MANUTENÇÃO E RETIFICAÇÃO DOS SISTEMAS DE MICRO E MACRO-DRENAGEM",2543
108,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","GERENCIAMENTO DOS MERCADOS, FEIRAS E OUTROS ESPAÇOS PÚBLICOS",2548
109,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","REQUALIFICAÇÃO DE ESPAÇOS DE INTERESSE PÚBLICO",2566
110,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","PROMOÇÃO DE EVENTOS E FESTIVIDADES CULTURAIS E TRADICIONAIS (EP)",2579
111,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ADMINISTRAÇÃO E FISCALIZAÇÃO DE NECRÓPOLES",2582
112,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","MELHORIA E MANUTENÇÃO DAS INSTALAÇÕES DA PREFEITURA DO RECIFE",2601
113,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","FORTALECIMENTO DAS AÇÕES DE VIGILÂNCIA AMBIENTAL PARA O CONTROLE DE DOENÇAS E AGRAVOS",2612
114,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","APOIO ADMINISTRATIVO ÀS AÇÕES DO FUNDO MUNICIPAL DE SAÚDE",2617
115,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","IMPLEMENTAÇÃO DAS ESTRATÉGIAS PARA GRUPOS ESPECÍFICOS",2620
116,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE DESENVOLVIMENTO ECONÔMICO E TECNOLOGIA",2621
117,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS",2701
118,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM O INSS SOBRE SERVIÇOS PRESTADOS, POR PESSOA FÍSICA, À PREFEITURA DO RECIFE - ADMINISTRAÇÃO DIRETA",2703
119,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM PARCELAMENTO DE DÉBITOS DE EXERCÍCIOS ANTERIORES",2704
120,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM O FGTS DOS SERVIDORES",2705
121,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA",2723
122,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","MANUTENÇÃO DA REDE BÁSICA DE SAÚDE",2724
123,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","FORTALECIMENTO DAS AÇÕES DA VIGILÂNCIA SANITÁRIA",2725
124,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","PROMOÇÃO E COORDENAÇÃO DAS AÇÕES DO DIREITO DO CONSUMIDOR",2840
125,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE HABITAÇÃO",2861
126,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ESTRUTURAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS PÚBLICOS COM POTENCIAL TURÍSTICO",2862
127,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","INCENTIVO AO ESPORTE NO RECIFE",2863
128,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","OTIMIZAÇÃO DA ARRECADAÇÃO DA DÍVIDA ATIVA DO MUNICÍPIO DO RECIFE",2866
129,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","DESENVOLVIMENTO E APERFEIÇOAMENTO DA ADMINISTRAÇÃO TRIBUTÁRIA",2867
130,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","OTIMIZAÇÃO DOS PROCESSOS DA ADMINISTRAÇÃO TRIBUTÁRIA",2868
131,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","APOIO E MANUTENÇÃO DOS CONSELHOS TUTELARES",2869
132,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","MANUTENÇÃO DO ADEQUADO SUPRIMENTO DA REDE EM ASSISTÊNCIA FARMACÊUTICA",2881
133,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","GARANTIA DA OFERTA DE PROCEDIMENTOS ATRAVÉS DA REDE COMPLEMENTAR",2883
134,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","IMPLEMENTAÇÃO E FORTALECIMENTO DO CONTROLE SOCIAL NA GESTÃO DAS POLÍTICAS DE SAÚDE DO MUNICÍPIO",2886
135,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","DESENVOLVIMENTO DE AÇÕES DE COMBATE E CONTROLE DE SITUAÇÕES DE EMERGÊNCIAS SANITÁRIAS",2893
136,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","APOIO A EXECUÇÃO DA POLÍTICA MUNICIPAL DE DIREITOS DA PESSOA IDOSA",2991
137,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","QUALIFICAÇÃO SOCIAL PROFISSIONAL E DIFUSÃO DO EMPREENDEDORISMO PARA GERAÇÃO DE TRABALHO E RENDA",2992
138,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","RECIFE BOM DE BOLA",2996
139,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS DA DÍVIDA PÚBLICA INTERNA",9001
140,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","CONTRIBUIÇÕES PARA O PIS/PASEP",9002
141,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","COMPROMISSOS DECORRENTES DE SENTENÇAS JUDICIAIS",9004
142,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM INATIVOS E PENSIONISTAS DO SISTEMA PREVIDENCIÁRIO - REGIME PRÓPRIO DO MUNICÍPIO (ADM. DIRETA)",9005
143,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM INATIVOS E PENSIONISTAS DO SETOR EDUCACIONAL - REGIME PRÓPRIO DO MUNICÍPIO",9007
144,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM INATIVOS E PENSIONISTAS DA FCCR - REGIME PRÓPRIO DO MUNICÍPIO",9008
145,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM INATIVOS E PENSIONISTAS DO IASC - REGIME PRÓPRIO DO MUNICÍPIO",9009
146,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM INATIVOS E PENSIONISTAS DO GERALDÃO - REGIME PRÓPRIO DO MUNICÍPIO",9011
147,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS DA DÍVIDA PÚBLICA EXTERNA",9012
148,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM INATIVOS E PENSIONISTAS DA CMR INTEGRANTES DO SISTEMA PREVIDENCIÁRIO - REGIME PRÓPRIO DO MUNICÍPIO",9013
149,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM PENSIONISTAS DA PREFEITURA DO RECIFE",9015
150,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS ADMINISTRATIVOS PARA GESTÃO DO REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL DO MUNICÍPIO",9018
151,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM A PREVIDÊNCIA SOCIAL DOS SERVIDORES - REGIME PRÓPRIO",9021
152,1,"2038-01-01 03:00:00","1970-01-01 03:00:00","ENCARGOS COM A PREVIDÊNCIA SOCIAL DOS SERVIDORES - REGIME GERAL",9022
